date,RV,RQ
2022-04-21,0.000436787928253697,2.053817695823956e-07
2022-04-22,0.0005346797483447805,2.978514405621918e-07
2022-04-25,0.00045866959008983077,2.295988381133006e-07
2022-04-26,0.0005132945807768588,4.786723899504233e-07
2022-04-27,0.0008203497143419397,1.4481548953179107e-06
2022-04-28,0.00048267065134523305,2.635997530511614e-07
2022-04-29,0.0012217269108164923,2.0748293654967227e-06
2022-05-02,0.001483646435858144,2.6530784792473946e-06
2022-05-03,0.0005292906015619594,3.974545890725477e-07
2022-05-04,0.0013189452372214163,2.9390623950081523e-06
2022-05-05,0.0010794511939996292,9.531045754044058e-07
2022-05-06,0.0016896427136699295,3.079957905377113e-06
2022-05-09,0.000835219891458625,9.497759369754753e-07
2022-05-10,0.0013967966257466442,1.8527594661629596e-06
2022-05-11,0.0011145889115167231,2.0113522370176867e-06
2022-05-12,0.0018899621668587237,4.40647844494216e-06
2022-05-13,0.0007295712891756603,8.076793701959514e-07
2022-05-16,0.0007311351102161449,7.403965486414729e-07
2022-05-17,0.0009470879096451727,1.973787715710619e-06
2022-05-18,0.000618006257047459,3.80108753157352e-07
2022-05-19,0.0010742810275968402,1.8147327514995935e-06
2022-05-20,0.0007557330730063857,6.234252252709507e-07
2022-05-23,0.0012772553490809808,2.8760932775386765e-06
2022-05-24,0.0009879831697403255,1.1063249966591949e-06
2022-05-25,0.0006798930830596005,5.012361658026832e-07
2022-05-26,0.0004531537863674377,3.158608832334453e-07
2022-05-27,0.0003121912464706445,1.4749481528334388e-07
2022-05-31,0.0007137769503555495,5.214505365310336e-07
2022-06-01,0.0007844486527270909,7.492883557929471e-07
2022-06-02,0.00044232615622450766,3.566052053691015e-07
2022-06-03,0.0003733708564602617,1.3902361908414212e-07
2022-06-06,0.0006344392787054468,4.5423346688954943e-07
2022-06-07,0.00040834355017899766,1.5591495511890225e-07
2022-06-08,0.00043124606968792664,6.034927701358995e-07
2022-06-09,0.0004573138689817904,1.8914843059384277e-07
2022-06-10,0.0005021882394540169,4.3907000004525774e-07
2022-06-13,0.0006858132132544451,4.961100823518543e-07
2022-06-14,0.0006108712557173616,8.849761233343229e-07
2022-06-15,0.0014160385513891896,4.152993321391164e-06
2022-06-16,0.0006076430349462987,3.104357568686479e-07
2022-06-17,0.0006440478797935083,5.80298882590534e-07
2022-06-21,0.00042099384787394454,6.007060427368162e-07
2022-06-22,0.0006924996002574949,7.120530034276581e-07
2022-06-23,0.0007164279048835811,1.0114347463908733e-06
2022-06-24,0.0005127327837105956,6.664639775284442e-07
2022-06-27,0.0007670172795797558,3.291884932929885e-06
2022-06-28,0.0006625690153595066,5.593925412421376e-07
2022-06-29,0.0008263570929987734,1.0869208893123595e-06
2022-06-30,0.0010935554981251453,1.1255795195558425e-06
2022-07-01,0.00051456647672389,5.541450895036025e-07
2022-07-05,0.0006393568937104627,5.347519060264198e-07
2022-07-06,0.000995435579028143,2.047415211366542e-06
2022-07-07,0.0003075418300580741,2.3017980469540853e-07
2022-07-08,0.0004057628081664571,2.2106437675951447e-07
2022-07-11,0.0003265662207250804,2.451641903699613e-07
2022-07-12,0.0005141374727677997,4.206282696364519e-07
2022-07-13,0.0010253791889079278,1.7575734935825452e-06
2022-07-14,0.0007312446114347103,3.1898275525754017e-06
2022-07-15,0.00031266040291450014,1.180953753144094e-07
2022-07-18,0.000441275602518335,2.7061567922616184e-07
2022-07-19,0.000321009886001535,1.289774902896378e-07
2022-07-20,0.000518266189887696,2.3768296367943398e-07
2022-07-21,0.0004582779910295237,4.6127945939170674e-07
2022-07-22,0.0003857720895751305,2.44183556512779e-07
2022-07-25,0.0003569620610985747,3.9378250201801035e-07
2022-07-26,0.00035994441585296687,2.909517036956922e-07
2022-07-27,0.0006217173875938735,7.39378624004982e-07
2022-07-28,0.0004416887043505236,4.687441229155322e-07
2022-07-29,0.0008627374697227924,2.6449599089725212e-06
2022-08-01,0.0007260496084475645,9.537326673493989e-07
2022-08-02,0.0004301440440853305,2.1454755012449426e-07
2022-08-03,0.00019369781445943858,4.686496197466702e-08
2022-08-04,0.0006103456394288665,1.332937303064965e-06
2022-08-05,0.00027117051665500084,1.1240069070523695e-07
2022-08-08,0.00042229682483226115,3.0898791314180424e-07
2022-08-09,0.0002576790820182258,1.835565330113465e-07
2022-08-10,0.00020345358148638932,7.815101233167637e-08
2022-08-11,0.00030030853304474755,1.1018758509624842e-07
2022-08-12,0.00021422714549699753,6.701850207140514e-08
2022-08-15,0.00013750206386288868,3.219483608542983e-08
2022-08-16,0.000272889328338031,8.841871206612737e-08
2022-08-17,0.0002999994750007766,1.0788843315420255e-07
2022-08-18,0.00020073645404585413,6.009471736867889e-08
2022-08-19,0.00010663367580441995,1.6301811338249997e-08
2022-08-22,0.00026389553880914036,2.39424890773103e-07
2022-08-23,0.00035646424249659824,3.2880600027577486e-07
2022-08-24,0.0001726837431541774,5.6784246832776205e-08
2022-08-25,0.00016261119986379834,4.7107135641412556e-08
2022-08-26,0.0008369214574739013,3.5348622331706517e-06
2022-08-29,0.0004202104163080305,2.317066741576604e-07
2022-08-30,0.0004235172012314649,1.9363936670311237e-07
2022-08-31,0.00041676157238953993,2.881425724664004e-07
2022-09-01,0.00048002763239813977,2.2903421719236084e-07
2022-09-02,0.0007083210406619042,9.127261273534679e-07
2022-09-06,0.00043423925261284416,2.8671896538525035e-07
2022-09-07,0.000233033427501535,6.684944733230609e-08
2022-09-08,0.0004916486592986566,4.186718171608498e-07
2022-09-09,0.000198032216941513,6.17961799304387e-08
2022-09-12,0.00018000871509375323,4.240564200611266e-08
2022-09-13,0.0002171266654570496,5.949538968487253e-08
2022-09-14,0.00037762819300732743,1.9909773816941088e-07
2022-09-15,0.0004283772243481636,3.3628531346928097e-07
2022-09-16,0.00040593144517128503,1.7642536897205475e-07
2022-09-19,0.0002468216715369835,7.655596812989396e-08
2022-09-20,0.00023140150196213524,7.229389724819853e-08
2022-09-21,0.001282443645009287,9.479265061345016e-06
2022-09-22,0.0005672438681275004,4.3520720360730283e-07
2022-09-23,0.00038792612348953904,2.4770467211057045e-07
2022-09-26,0.000527286596990053,3.281357087526054e-07
2022-09-27,0.0005380977040499536,3.5872979680357845e-07
2022-09-28,0.0003536793009083373,1.6316528067342836e-07
2022-09-29,0.00036470272033454354,1.5026614069892872e-07
2022-09-30,0.0003362596097491318,1.372783962676649e-07
2022-10-03,0.0003648025306831055,1.9944010524211632e-07
2022-10-04,0.00033127704578815337,1.7652951285651348e-07
2022-10-05,0.00042277232028583846,2.189068248704337e-07
2022-10-06,0.00039486681128554364,2.186074870182451e-07
2022-10-07,0.00028051996447222346,7.340849620965735e-08
2022-10-10,0.0004461603106277331,3.8128257767133154e-07
2022-10-11,0.0005651756700558048,3.9791097252216534e-07
2022-10-12,0.0004512458181919827,5.524257259943091e-07
2022-10-13,0.0013115494993464814,2.9684411943162948e-06
2022-10-14,0.0008802110682076048,2.049011294092271e-06
2022-10-17,0.00037653338340260174,2.13423751852278e-07
2022-10-18,0.0005912513179058682,6.490659715318459e-07
2022-10-19,0.000530143464985847,4.647665801262733e-07
2022-10-20,0.0005223862398370448,5.937310737302237e-07
2022-10-21,0.00039939089951755794,1.9059050901062087e-07
2022-10-24,0.00048599905855863367,3.479624780409364e-07
2022-10-25,0.00034483413610539207,2.68129922772871e-07
2022-10-26,0.0006446054190221423,6.446980841338127e-07
2022-10-27,0.0010350202112970818,1.817677104075398e-06
2022-10-28,0.0009729317844927669,1.1564351680107882e-06
2022-10-31,0.0005330976261780787,4.189496636357739e-07
2022-11-01,0.0005446765586985766,4.869208227642219e-07
2022-11-02,0.0012996571327574071,6.45641321958092e-06
2022-11-03,0.0009340230999800463,1.798958861476608e-06
2022-11-04,0.001430014444804045,3.1931052000325373e-06
2022-11-07,0.0003993978185597553,1.685131075347551e-07
2022-11-08,0.00043701472766804697,1.9706509465321886e-07
2022-11-09,0.00039285404837642606,1.8592716627854368e-07
