feature,edge_idx,z_std,ale_centred
RVM,79,0.26707263835089656,4.297450892115818e-06
RVM,80,0.30110729957458404,4.6089319090949054e-06
RVM,81,0.3448030121266872,4.944823110170261e-06
RVM,82,0.38794498533987487,5.3592398280013065e-06
RVM,83,0.41190305125403864,5.559549854344993e-06
RVM,84,0.449580839963939,5.991483440132185e-06
RVM,85,0.47838080145109096,6.467230114187884e-06
RVM,86,0.4947098786483598,6.689302046586533e-06
RVM,87,0.5118450479448673,6.8553794171090765e-06
RVM,88,0.5366519199502771,7.223047140930873e-06
RVM,89,0.5538313698849988,7.482339532932826e-06
RVM,90,0.576653730104636,7.796301964097154e-06
RVM,91,0.6197550581411613,8.331670563327578e-06
RVM,92,0.655141936029284,8.67211358643334e-06
RVM,93,0.6806007645860975,9.03463271759182e-06
RVM,94,0.7268766942527297,9.700079181746048e-06
RVM,95,0.8481209158425749,1.0939019239847483e-05
RVM,96,1.2863409925734437,1.4305127570585398e-05
RVM,97,2.5598710808844505,1.4950638706684629e-05
RVM,98,3.389516220974749,1.988319363652198e-05
RVM,99,5.869700325080464,2.9835312125831195e-05
RVM,100,7.844287727395001,3.193828943101624e-05
M1W,0,-5.291952635905423,0.00020407282077284473
M1W,1,-2.89626774922414,6.763842916624564e-05
M1W,2,-2.343130287749361,4.639808990104067e-05
M1W,3,-1.975676588319092,3.3126815972346244e-05
M1W,4,-1.7506062913132334,2.8110522501074606e-05
M1W,5,-1.635177691312651,2.579774591394236e-05
M1W,6,-1.5516826154795416,2.323674525795506e-05
M1W,7,-1.4302807081685727,1.8970712156069945e-05
M1W,8,-1.3092299268871308,1.537621356218589e-05
M1W,9,-1.2485910164859086,1.4350356857712918e-05
M1W,10,-1.1784563292980803,1.3211337070779714e-05
M1W,11,-1.1110781154064049,1.1349414628776153e-05
M1W,12,-1.0598529408719104,9.916363390212078e-06
M1W,13,-1.0120766934697711,8.351324347850473e-06
M1W,14,-0.9354868444521441,7.087147630764244e-06
M1W,15,-0.8635915186458074,4.999292266611897e-06
M1W,16,-0.8282514284555539,4.421572137098715e-06
M1W,17,-0.7780830446404119,3.57724409494987e-06
M1W,18,-0.7528860999571749,3.359758445904313e-06
M1W,19,-0.7268302625237733,3.009068657584444e-06
M1W,20,-0.6928884722608791,2.4622474736956204e-06
M1W,21,-0.6585461553919434,1.8477428309692325e-06
M1W,22,-0.6206554076976432,1.6273453493708214e-06
M1W,23,-0.5909005276788416,1.1859243696020851e-06
M1W,24,-0.5664905836059773,9.131686138429498e-07
M1W,25,-0.5427164207234395,3.567793183177994e-07
M1W,26,-0.5142682241853286,2.658667110976378e-07
M1W,27,-0.4850177376416251,-2.548049084994861e-07
M1W,28,-0.45563510575885674,-3.8375913535181527e-07
M1W,29,-0.42458934169056334,-6.308247353304839e-07
M1W,30,-0.39266966611308407,-9.848238338095914e-07
M1W,31,-0.3749734932475769,-1.1866102400604948e-06
M1W,32,-0.3409820296650398,-1.3973268184687047e-06
M1W,33,-0.3132002137352745,-1.7808852905632964e-06
M1W,34,-0.2934334880263582,-1.9391996690588573e-06
M1W,35,-0.2748896678488289,-2.0645217293436733e-06
